Comment,Label
Deine Videos sind immer von tiefer Bedeutung und Emotion erfüllt. Danke für deine Kreativität und deine Bemühungen!🫢🫠🚘🌏,bot
"Vielen Dank für eure Hingabe und Liebe zu eurer Kunst. Es ist immer eine Freude, deine Videos anzuschauen.🫔⛏⛏",bot
Ihre Videos sind immer so aufschlussreich und intelligent. Vielen Dank für Ihren Beitrag zur Bildung und Entwicklung der Gemeinschaft!🤡⛳️👌,bot
Vielen Dank für deine Arbeit! Ihre Inhalte sind immer voller Qualität und nützlicher Informationen. Ich schaue mir jedes Ihrer Videos gerne an.🎰💜🎬,bot
Dein Kanal ist eine Quelle für endloses Lachen und Spaß. Inspirieren Sie uns weiterhin mit Ihren lustigen und unbeschwerten Inhalten!🖲🔶📸,bot
Vielen Dank für Ihre Bemühungen! Deine Videos sind immer so interessant und professionell. Erfreuen Sie uns weiterhin mit Ihrer Arbeit.⛏🐆🐈,bot
"Ihre Videos sind immer originell und von hoher Qualität. Danke für Ihre Fähigkeit, zu inspirieren und zu überraschen!🤹🏄🌝",bot
Deine Videos sind ein wahrer Urlaubsort für den Geist und die Seele. Danke für dein talentiertes Kanalmanagement und die tollen Inhalte!🌌🪀🗻,bot
Ich schätze Ihre harte Arbeit und Professionalität sehr! Ihre Videos sind ein echtes Beispiel für Qualitätsinhalte auf YouTube.🎈🛸🖐,bot
"Ihr Kanal ist nicht nur ein YouTube-Kanal, er ist ein echtes Bildungsportal. Vielen Dank für Ihren Beitrag!🥁🛴♀️",bot
"Deinen Kanal anzuschauen ist, als ob man einen guten Freund trifft, der immer weiß, wie er einen aufheitern kann. Machen Sie uns weiterhin mit Ihren farbenfrohen Videos glücklich!🌗🙉🌖",bot
Deine Videos sind ein Schatz. Vielen Dank für Ihr Talent und Ihre Kreativität.💘♂️🏘,bot
Vielen Dank für deinen einzigartigen Ansatz. Deine Videos sind eine echte Entdeckung in der Welt von YouTube.🐎🎄🌡,bot
Ich danke Ihnen für Ihre Liebe zum Detail und Ihre Qualität. Ihre Videos sind immer erstklassig.🎗🧀🦞,bot
Vielen Dank für Ihre Bemühungen! Deine Videos sind immer so interessant und professionell. Erfreuen Sie uns weiterhin mit Ihrer Arbeit.😂🥿🤍,bot
Deine Videos sind eine wahre Quelle der Inspiration und Weisheit. Danke für deine Kreativität und Hingabe!👡🥬⛳️,bot
Vielen Dank für Ihre Liebe zum Detail und Ihre Qualität. Ihre Videos sind immer beeindruckend.🤝🫶🛩,bot
"Ihren Kanal anzuschauen ist nicht nur Unterhaltung, sondern eine echte Bildungsreise. Dafür danke ich Ihnen!🍌🦎🙈",bot
Deine Videos sind eine wahre Reise des Wissens und der Inspiration. Erfreuen Sie uns weiterhin mit Ihren erstaunlichen Videos!🟪🦮🫢🫠,bot
Ich liebe deine videos❤,nonbot
Super vielen herzlichen Dank ❤,nonbot
"Super Rezept, danke😍werde ich ausprobieren. Wie groß sind deine Flaschen?",nonbot
Ich lasse mich gerne von dir inspirieren. Vielen Dank dafür. 👍👍🫶,nonbot
Welche Sprachen sprichst du eigentlich??? P. S. Liebe deine Videos❤❤❤😊😊😊,nonbot
"Du bist die schönste Deko liebe Iris 💋,hab einen schönen Abend 😘❤️",nonbot
"Liebe Frau Anderson, sie sprechen mir aus dem ❤en. Vielen Dank dafür 🙏🏻",nonbot
Super video😊😊😊😊😊😊😊😊😊😊😊😊,nonbot
Herzlichen❤ lieben Dank liebe Elli  für die lieben Worte.Ich wünsche dir noch einen scjönen Tag ❤❤❤❤❤😂🎉😊💖🙏💝🌹🌹🌹🎀💜☕️💖,nonbot
Sehr schönes Video ❤😊,nonbot
Wie immer ein großartiges Video 😊,nonbot
Danke!!!!🎉🎉❤,nonbot
Danke. Auch euch. Bleibt gesund und munter. ❤❤🤗🤗,nonbot
Kurzes aber starkes Video 👍🏻,nonbot
Klasse Thema . Bei mir und anderen ist das Thema gerade hochaktuell. Dankeschön 👍,nonbot
Danke für den lieben Gruß 💖🎅⭐wünsche dir auch eine wunderschöne Vorweihnachtszeit mit lieben Grüßen von mir zu dir💖👼⭐🙏🕯⭐🥰,nonbot
Top Video 😁👍. Wer noch Fragen hat braucht sich nur das Video ansehen . Macht weiter so 👍👍🙋‍♂️,nonbot
😂 Vielen Dank für die Umsetzung dieser geilen Idee✨,nonbot
Merle ich liebe deine Videos bitte antworte❤❤❤❤❤ich turne selber und du und Isabell sind meine Vorbilder❤❤❤❤😊😊,nonbot
Hab ein Video dazu gepostet ich hoffe ihr seht es 🥰🥰,nonbot
Euer Baum ist ja süß 🎉Danke für die Motivation ❤❤❤,nonbot
"Hallo liebe Beate, viele neue Bücher. Sehr interessante und schöne Bücher 📚👍. Ich freue mich schon auf deine Lesemonate 💞📖. Ich wünsche dir einen wunderschönen 2. Advent 🕯️🕯️🎄💖. Viele liebe Grüße Beate 🥰😘🤗",nonbot
👍👍👍👍 nicht vergessen... lasst dem video doch eine 👍 da..  danke .. LG 🎄🎄🎄🎄🍻👍,nonbot
Super Idee wieder👌! Danke! 🤗,nonbot
Du bist wunderschön. Ich liebe deine Videos. Wie bist du eigentlich Millionären geworden?❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️,nonbot
Vielen lieben Dank ihr Zwei für das tolle Video und fürs Teilhaben lassen ❤️😍💙💞😍❤️Es war soooo schön ❤️😍💞💙😍❤️,nonbot
Danke für ihre Arbeit. 🙏🏼🚀,nonbot
Wie heisst der Film?? Ich liebe auf der Wahrheit basierende Sciencefiction Filme!! 🤩😍😍,nonbot
"Da geht einem das Herz auf, so schöne Aufnahmen. Vielen Dank lieber Alex für das wunderbare Video. So viel Likes kann ich gar nicht geben. 👍❤🙏",nonbot
"Wie immer, ein großes Dankeschön für Deine stets interessante und wertvolle Arbeit. .✌️!! ⚘️📯🧑‍🎄",nonbot
☕️🍰🥮 Beste Unterhaltung bei Kaffee und Kuchen. Danke Denny,nonbot
👍 Super Video Super Firma Super Mitarbeiter!!! Danke!,nonbot
Ich gehe voller Vertrauen meinen WEG.....der führt mich nach Haus. Wundervoller schöner Text mit fantastischen Stimmen 🙏💖Herzlichen Dank!,nonbot
Tolle Vorstellung! Danke für die Eindrücke 🙏🏼👌🏼👏🏼,nonbot
Vielen dank❤❤,nonbot
Das war sehr kurzweilig. ❤️‍🔥🖤🤍💚❤️❤️‍🔥👍🤶 Euch einen schönen 2. Advent. 👋 Mein Tipp 2:4 war Müll ! Borussia sei Dank. 🙏😁,nonbot
Die schlimmsten Menschen auf IG sind die die Bilder von anderen als eigene Verkaufen.  Danke für deine Informativen Videos 👍,nonbot
DANKE😇🧡💖,nonbot
Das Video habe ich gerade gebraucht!! Danke Sani ❤️‍🩹❤️,nonbot
"Dankeschön für das hochladen der Podcast, das ist ganz praktisch da ich zB noch nicht so lange dabei bin auf getnext und da kann ich so auch die älteren Beiträge nochmal anhören! 🥰🥰🥰🥰😍😍😍😍😍👍👍👍👍👍🫶🫶🫶🫶🫶",nonbot
"Deine Analyse zu XAI17K hat mich überzeugt. Danke, dass du dieses Juwel geteilt hast 🚀",nonbot
Thanks for making me happy!  Wir lieben dich!😊❤,nonbot
Geiles Video,nonbot
Es macht immer wieder Spaß Deine Videos anzuschauen 👍🏻 vielen Dank 🙏🏻,nonbot
Danke für den Mehrwert 🎉🎉🎉🎉🎉🎉🎉🎉🎉,nonbot
"Jungs, ich weiß nicht warum, aber ich gucke euch jeden Tag gerne zu❤😂🎉🎉🎉ich liebe euch ❤",nonbot
Vielen Dank Herr Schubert für die Infos und Ihre Arbeit. 👍 👍 👍,nonbot
Hahahahaha🤣❤️🤣 zu geil😂 liebe deine Videos🫶🏼❤️❤️❤️🤣🤣🤣🤣,nonbot
Ich liebe dieses Haus ❤❤❤❤🎉🎉🎉 und eure Videos 🤫🤭🤗❤️❤️❤️❤️,nonbot
Liebe deine Videos!! 💗❤️,nonbot
Ich habe ihr Video gesehen und bin ein unheimlicher Der kleine Prinz Fan. Musste es gleich suchen und bestellen. Da ich auch das Stundenglas zuhause schon habe 😅 danke für diesen schönen Tipp,nonbot
Im Replay geschaut. Ein schöner Strauss ❤ wünsche dir lieber Tobias und allen Blumenfreunden einen guten Rutsch ins neue Jahr 🎉🎉🎉🍀🍄🐞,nonbot
Die Meckerei nervt jetzt ist ein Video mal dunkel und schon hagelt es Gemecker. Entspannt Euch mir hat es trotzdem wie immer viel Freude bereitet und ich sage trotzdem ❤lichen Dank 😉,nonbot
"Es hat absolut mega Spass gemacht und vielen lieben Dank, dass ich als Gast dabei sein durfte ❤🫶🥰😘 Ganz herzliche Grüße Ronny",nonbot
"Herzlichen Glückwunsch Manuel,alles liebe für dich.🦁🦅",nonbot
"Wie wahr ,Dankeschön für die Nachricht, wünsche Dir einen schönen guten Tag lg😊❤",nonbot
"Lieber Dr. Rieck, vielen Dank für Ihre Beiträge in 2024!🎉",nonbot
Gutes Video ❤🎉😊❤️👍👍👍👍👍,nonbot
Vielen Dank für das tolle Video! Habe viel gelernt! ✌🏻🍀🍀🍀,nonbot
"Vielen Dank lieber Bill für deine Arbeit! Ich könnte dir ewig zuhören, auch wenn die Themen nicht immer meine sind (aber häufig). Wünsche dir ein Glückiches neues Jahr 2025!🙏🥰✨",nonbot
"Hallo liebe Irina! Vielen Dank für das schöne Video! 🤗🤗🤗 Ich wünsche euch ein schönes restliches Wochenende! 🥰🥰🥰 Ich hoffe, du kannst dich etwas erholen. Man merkt dir an, wie schlecht es dir geht. 😔😔😔 Ich wünsche dir nur das Beste! 🍀🍀🍀",nonbot
Liebe dich du bist sooooooo lustig auch🎉❤🎉❤ PIN pls? (muss nicht) ✨🎀✨🎀,nonbot
"Ich glaube an Jeschua Jesus Christus mein Herrn , Retter und Erlöser und ich liebe ihn und ich glaube an GOTT mein Vater und ich liebe ihn so sei es 🙏✌️❤️👍🙂",nonbot
"Dirk kann ich jederzeit stundenlang zuhören, aber alle Beteiligten sind sehr interessant und das Ganze ist sehr unterhaltsam, vielen Dank für das Hochladen 👍👍👍🙂",nonbot
Cooles Video Ich wünsche dir schon Mal einen guten Rutsch ins neue Jahr mein lieber 😊😊😊,nonbot
"Liebe Landsleute,lasst es euch nicht nehmen Silvester so zu feiern und zu verbringen, wie ihr das für richtig haltet und geplant habt!🍾🥂🥁🎆🎇🎉🎊📣🇩🇪👍🥰",nonbot
Niedliche Katze aww😊❤❤ liebe deine Videos ❤❤❤ bist der beste und deine Shorts sind lustig ❤❤❤❤,nonbot
Wieder ein tolles Video so wie alle deine Videos ❤😊,nonbot
"Na dann schauen wir mal, wird ein spannendes 2025 werden, abermals lieben Dank für den Content, drei Daumen nach oben 😅 👍👍👍",nonbot
Du siehst Wunderschön aus. Ich liebe deine Haare. 😊❤❤❤❤,nonbot
Danke Paulina für diese motivierende Antwort 😊😊😊😊❤ i love you ❤,nonbot
Du mach die geilsten Videos 👍🏼,nonbot
Vielen lieben Dank für deinen interessanten Beitrag ❤ und einen guten Rutsch ins 2025 ❤,nonbot
Ich liebe deine Videos ❤,nonbot
Tolles Video wie immer 😊👍🏻 Danke das du immer wieder interessante Immobilien zeigst. Wobei diese Villa einen eher abschreckt 10 Millionen dafür?🫠,nonbot
"Lieber Kevin, ich hab keine Ahnung wie es kommt 🤷🏻‍♀️ Würde mich aber freuen, wenn es nur ansatzweise so kommt wie du sagst 😂 Danke für deine Arbeit. ❤ Rutsch gut in ein Jahr voller wahrer Prognosen 🚀",nonbot
Wow😮ich finde dieses Haus am besten 🤩 liebe eure vidios,nonbot
Ich werde mir das Video an schauen ich weis aber jetzt schon das es geil wird😂😂😂,nonbot
"Das Verkaufen wird nicht leicht werden, leider. Vielen Dank Karo für deine tolle Arbeit 👍🏾",nonbot
Ich lieber gemeinsam statt einsam meine Frau spielt auch und ihr beiden sowas von toll 🎉🎉❤❤,nonbot
Du bist der beste ich liebe deine Videos ich wünsche dir schonmal frohes neues Jahr 🎆🎈🎊 💕,nonbot
Lieber Heiko du hast wieder super Witze ich kann nicht mehr ich liebe deine Witze ich wünsche euch beiden eine gute Nacht 😂😂😂😂👍👍🙏⭐🌛🥰🥰,nonbot
Alice für Deutschland und gewinnen 👍 Nur noch AFD kann diese Idioten stoppen 👍 Danke für die Arbeit  👍 👍,nonbot
Danke 👍👍👍👍,nonbot
Sehr schönes Video👍,nonbot
Hoffen wir das Allerbeste! Danke sehr für die sehr inspirierende Infos! 🍀🍀🍀,nonbot
Dankeschön. 🙏💐🌺🐶😼🍀🐞😇💝☀️🦋🔥,nonbot
Vielen lieben Dank für Ihre Bemühungen 🙏👍💋✌️🥰,nonbot
Guten Morgen Fabian danke für das Update Video bis zur nächsten Video 👍🙂,nonbot
GLÜCKWUNSCH🎉🎉LIEBE DEINE VIEDEOS😊,nonbot
Ich liebe deine positive Art ❤ wird mir auch alles andere von dir anschauen Wüsste voll gerne deine Meinung zu einigen anderen Themen auch 🎉❤ liebe ❤😊,nonbot
Lieber Herr Winter einen guten Rutsch ins neue Jahr 2025 für Sie und die nette Marktfrau 🍀🍀🍀🐷,nonbot
Ich liebe deine gta Videos die sind so cool du  gibst dir so viel mühe 🎉🎉🎉🎄🎄,nonbot
Wir brauchen mehr Dora ❤ wir lieben deine Videos 😂😂😂,nonbot
Ich  liebe dich ❤❤❤ machst coole  Sachen 🎉🎉❤❤❤❤,nonbot
Ich liebe deinen und leontin sein Kanal😘❤️❤️❤️♥️,nonbot
Leontin ich liebe dich❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤,nonbot
Ich liebe deine Videos👍,nonbot
"Du bist ein Held du bist ein Ehrenmann danke, dass du sowas machst.🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉 ich hab dich auf jeden Fall abonniert",nonbot
"Ich liebe deine viedeos wegen Viktor ❤❤und den Raketen ,Böllern ,Batterien ❤ Er ist sooo sympathisch 😊❤❤❤",nonbot
Ich liebe sein Humor 😂❤,nonbot
Würde mir so heftig wünschen das du hart potter Kekse dekorierst liebe dich und deine Videos ❤,nonbot
hallo fußball nerd👋ich gucke deine videos von anfang an.Du hast mehr oder weniger in einem jahr rund 200.000 abonennten🥳 Einfach krass🫨,nonbot
"Lieber Herr Reichelt, Dankeschön, ich stehe voll und ganz zu Ihrem wirklich sehr guten Beitrag 🙏💙💙💙",nonbot
Chris tall bitte mach im neuen Jahr genauso super weiter danke ❤🫶🫶,nonbot
"Dieser Mann kann noch die Wahrheit sagen, ohne das am nächsten Morgen das SEK bei ihm klingelt !! Vielen Dank für ihre Unterstützung!! Hoffentlich trägt Sie dazu bei uns aus diesem irrenhaus zu befreien 👍👍👍🤷‍♂️🤷‍♂️🤷‍♂️🤗🤗🤗",nonbot
"Wie lustig bei uns ist es auch Raclette ❤#askkalicassy Was würdest du wen die Welt unter geht retten. Ich liebe deine Videos, wen ich sie sehe dann bin ich gleich wieder fröhlich 😀 Bitte grüße mich. 🍒",nonbot
"Nachträglich alles Gute zu Deinem Geburtstag Carsten 🍀🎉🎂 Mach weiter so, die Aufklärung ist sehr wichtig. Auch dieses Video trägt dazu bei. Liebe Grüße",nonbot
Nices Video 😅😂🎉 Guten Rutsch ins neue Jahr!🎉🎆,nonbot
Viel Spaß ❤❤ beim Silvester ❤ und Dankeschön das Kevin für dein Feuerwerkvideo🎆🎆🎆🎆🎆👍💞du bist der beste,nonbot
Starkes Signal tolles Erlebnis das Video gute Arbeit🎉,nonbot
Ich liebe deine Videos😁😁😁,nonbot
"Lieber Phillip vielen Dank für dieses erfolgreiche Jahr, dass ich nur euch zu verdanken habe ❤️ und auch vielen Dank an dich dass du auch zur Weihnachtszeit immer kostenlose Videos machst und dir dafür Zeit nimmst, Gott segne dich und deine Familie Tausend Dank 🙏👏🚀",nonbot
Liebe deine Videos ❤🎉,nonbot
3 liebe deine Videos ❤❤,nonbot
Sehr „geil gemacht“ -es Video 🔥,nonbot
"Waaaass haha ist denke ich klar, viel Liebe macht echt gute videos 🫶🏼😁",nonbot
Wie findet das Video auch cool🥳 👇,nonbot
ICH LIEBE DEINE VIDEOS KANNST DU MICH GRÜßEN,nonbot
Geiles video❤❤😂😂😂❤,nonbot
"Ich liebe diesn Kanal , einfach nur Geil 😂👍🏻👍🏻👍🏻 Weiter so 👍🏻✌🏻🤟🏻",nonbot
"Ich liebe deine Videos, mach bitte mehr solcher Storys 😂😂",nonbot
Ich liebe dieses LIED 🌹🌹🌹😻😻😻😻😻,nonbot
Finnel bitte bitte kom nach korb Baden Württemberg ich liebe deine videos❤,nonbot
Ich liebe die Kommis hier!!! So viel tolle kreative Ideen 😍,nonbot
Okay 👍✅übrigens liebe  deine Videos und bin seit Anfang an dabei ❤,nonbot
Erste😮 liebe deine videos❤🎉❤🎉❤🎉,nonbot
Ich liebe deine Arbeit und deine Kreativität ❤️ Könntest du mal Kekse zu Thema Voltigieren dekorieren? Es würde mich soooooo freuen ❤❤❤❤,nonbot
Alice ich liebe dich...du bist der einzige Hoffnung für Deutschland,nonbot
"💙LIEBER HELMUT, DU UND DEINE GÄSTE, IHR SEID IMMER👍‼️DANKE‼️💕🌞",nonbot
"Es ist schön zu wissen, daß meine Katze mich liebt, da ich sie auch sehr lieb habe!❤🥰",nonbot
"Ich liebe deine❤viedios, der Beauty spoint ist echt komisch die normalen sind wirklich besser😅",nonbot
Mach bitte wieder Dora Videos 😊 ❤😊❤😊❤😊❤😊❤😊❤😊❤😊❤bitte wieder Dora!!!!❤❤❤,nonbot
Wow danke für diese wunderbaren Worte 🫶🏻🙏🏻,nonbot
13:30 „Danke für die Rose 🌹“ Ich höre einfach nur noch das wenn ich sein Gesicht sehe…,nonbot
Ich würde die mittleren Spiesse noch ein wenig aus einander setzen dann ist das Risiko kleiner das mal eine Balle nicht richtig hält aber nur meine Meinung Danke fürs gute Video 👍,nonbot
Vielen Dank lieber Ceddo und lieber Dennis für euer Adventsspecial mit den zwei Videos pro Tag! 💕 Das war echt super toll! Jetzt habt ihr euch den Urlaub richtig verdient! 🤗,nonbot
"Wunderschöne Gedanken und Worte, lieber Raphael. Vielen Dank, dass Du uns hier an Deiner Reise durch die Rauhnächte teilhaben lässt ❤😊",nonbot
"Abonniert, danke für das Video 👍👍👍",nonbot
Sooo ein geiles Format. Ich liebe es!😍,nonbot
Könntest du das selbe nur mit Creepern machen? Wäre echt cool!!! Liebe deine Videos♥️🎉,nonbot
Mohi du bist der beste mach weiter so ich liebe deine Videos 🤣🤣🤣,nonbot
Ich liebe ihn einfach und sein Humor! Mit der beste Comedian Deutschlands 🎉😍,nonbot
"Ihr habt das so gut gemacht, herzlichen Dank dafür ihr Lieben🥰🙏",nonbot
Danke dir und ein gutes neues Jahr ✌🏼🫶🏽👌🏼🇨🇭☺️❗️,nonbot
Richtig cooles Video mach weiter so 💪💪,nonbot
"Danke liebe Nina, du bist ein Engel und ein Segen. 🙏❤️",nonbot
Nachträglich frohe weihnachten!! ❤ liebe dich jessie du bist  die beste🎀🏹,nonbot
Herr Klöppel danke für ihre ständigen Infos .. kommen sie gut und gesund ins neue Jahr 🍀,nonbot
Echt Lehrreiche und Liebevolle Storry😊❤,nonbot
Das video war so geil😂😂😂😂,nonbot
Ich liebe deine Viedios😊❤🎉,nonbot
"Hi, ich liebe eure Videos und hätte noch eine Idee. Ihr könntet doch mal Siri euren Tag bestimmen lassen. Ihr seid die besten ❤️👋",nonbot
"Der Bericht war wirklich toll und sehr informativ – vielen Dank dafür! 👍 Ich stimme den Gutachtern absolut zu und teile deren Einschätzung, vom Kauf abzusehen. Der Verkaufspreis erscheint mir im Vergleich zum damaligen Neupreis viel zu hoch, besonders wenn man bedenkt, dass das Boot fast 50 Jahre alt ist. ⛵️ Der Schaden am Teakdeck ist aus meiner Sicht sehr problematisch, da die Reparatur nicht nur teuer 💰, sondern auch extrem aufwendig ist. Hinzu kommt die Unsicherheit, welche weiteren Schäden – insbesondere am Sandwichkern – möglicherweise vorhanden sind. ❗️ Insgesamt ein sehr riskantes Angebot.",nonbot
"Hallo ihr lieben,wünsche euch von ganzen Herzen ein guten Rutsch ins Neue Jahr.Bleibt gesund und drücke euch die Daumen das alles gut geht ihr seit ne starke Familie.❤👍🍀🍀🍀🎇🎇🎉",nonbot
Vielen Dank für diesen tollen Stream mit vielen geilen Momenten😂 Gute Nacht und ich freu mich schon auf den nächsten Stream,nonbot
Liebe Grüße und guten Rutsch 💫✨🌟⭐️,nonbot
Danke das wünsche ich Ihnen auch🎉🎉,nonbot
"Dankeschön für die Info, einen guten Rutsch ins neue Jahr 🍀",nonbot
Besten videos 😂😂😂😂,nonbot
Top Video ehrlich 👍🏾,nonbot
Ich liebe euch😂😂😂,nonbot
Vielen Dank für Deine wertvolle Arbeit 👍,nonbot
Wie lustig und sympathisch kann eine Familie bitte sein 🥹🥰 bei jedem Video sterbe ich gefühlt vor lachen !!!,nonbot
Liebe deine Videos 💓💓💓💋💓,nonbot
Liebe euch ihr seid die besten Youtuber❤🎉,nonbot
Lieber @EureVideosFahrnuenftig ich verfolge dich schon etwas länger und wollte einfach mal Danke sagen. Danke für die vielen schönen Videos und danke für die Unterhaltung ❤ Komm gut ins neue Jahr.,nonbot
Die Musik im Video ist lauter als der Knall 💀,nonbot
Ich liebe Dich 💖,nonbot
"Lieber Sirwan, ich wünsche Dir ein astronomisch gutes Raumfahrtjahr 2025!🤗",nonbot
"Moin liebe Maren, unglaublich was du für tolle Ideen hast😍 Liebe Grüße",nonbot
"🍀🍀🍀 Herzlichen Dank für deine wunderbaren Ideen, deine unterhaltsamen Videos und damit ganz viele Glücksmomente in meinem Zuhause. Ich wünsche dir und deinen Lieben ein fröhliches Fest, um ins neue Jahr zu rutschen. Alles Liebe, Gesundheit und Glück für 2025. 😃🍀 Freue mich auf das Wiedersehen. Grüße aus der Lüneburger Heide. Kerstin🎉",nonbot
Zum Brüllen!😅😅😅Danke und gudn Rudsch!❤🎉😂,nonbot
Ich liebe eure Videos 😂,nonbot
"Von❤danke liebe Silke und Team! Und Allen da draußen ein licht-,liebe- und friedvolles Jahr in Vertrauen auf die göttliche Führung 🎉❤😊",nonbot
"Liebe Monika, Das ist ja echt ein süßes Täschchen mit dem Henkel  ❤ Danke für immer wieder schönen und brauchbaren Ideen Ideen ❤.  Wünsche dir und deiner Familie einen wunderschönen Start in ein gesundes und zufriedenes Neues Jahr,  Alles Liebe 💐🍀😍",nonbot
"Tolle kreative Ideen für den Silvesterabend🎉🍀Danke dir, liebe Laura❤ Hab einen gesunden Start ins neue Jahr 🍀🙏👋",nonbot
Super lustiges Video 😂😂😂,nonbot
"Danke an alle Rettungssanitäter 🫂  alles Gute an das tapfere Mädchen.möge Gott Dich immer beschützen, Mäuschen 🌿",nonbot
Haha sehr geil ich liebe es 🤣🤣🤣🙏🏻,nonbot
Du bist soooo eine Coole Yutuberin ❤❤❤ liebe deine Vidios❤❤❤🎉,nonbot
Vielen Dank 🙏🏻 Wünsche Dir und Mama Regina einen guten Rutsch ins neue Jahr 🎉.Vielen Dank für deine Arbeit und deine tollen Videos ❤❤❤,nonbot
ich liebe deine Videos und gute Besserung😃❤❤💖,nonbot
"Liebe Monika. Ich wünsche dir, deiner Familie sowie allen deinen Anhängerinnen einen guten Rutsch und ein erfolgreiches Nähjahr.🎉😊",nonbot
"Genau dafür liebe ich diesen Kanal: echt und authentisch, nicht immer schick und schön, wie das echte Leben eben ist. Weiter so, lieber NDR 👍 Und für alle Landwirte mein großer Respekt, schon jetzt alles Gute für 2025👋🚜💨",nonbot
🤩🫶Dankeschön liebe Silke,nonbot
"Es macht immer wieder große Freude,  euch bei der Bescherung zu zuschauen.  Ihr seid so genügsam und Dankbar 🫶🎄🫶 viele Liebe Grüße 🫶",nonbot
"Das war Spannung pur, Danke für dieses epische Duell 🙏🙏🙏",nonbot
❤ vielen lieben Dank für diese tollen Ideen 🎉 ich wünsche dir einen guten Rutsch ins neue Jahr 🍀,nonbot
"Ich Danke dir, für deine ehrlichen und wichtigen Aufklärungsvideos.😘❤🌍🕊",nonbot
"❤❤❤Vielen ❤️ lichen Dank liebe Silvia für deine unermüdliche Arbeit für uns alle Danke Danke Danke ❤️ Du liegst immer wieder richtig, man muß nur aufpassen und sich auch damit befassen. Das eigene Denken und hinterfragen ist essenzielle voraussetzung für DAS Verständnis. ICH wünsche Dir ein gutes und erfolgreiches Neues Jahr 2025 Gesundheit und  Glück für die Zukunft Danke für dein Sein LG Sofia Sonja aus München 💝 🌹 🍀 🙏 💝 ❤❤❤❤❤",nonbot
Endlich ich liebe dieses Format 💓💓💓,nonbot
Ich liebe immer deine Videos 😊,nonbot
Danke für die Info 😊 und guten Rutsch ins neue Jahr 🎉,nonbot
"9:58 so true 😂, liebe deine Videos ❤️",nonbot
Icrimax du bist beste Youtubeer danke das du mich gekrüßt hast 😊🎉 ich feier dich schön seit vielen Jahren. Ich heiße Sem ich hab mich nur verschrieben aber danke das du mich trotzdem gekrüßt hast🎉🎉😊,nonbot
💖echt cooles video von lehrenfrau ich liebes coolio💖🐰,nonbot
"Einen guten Rutsch wünsche ich dir auch,lieber Alex-Gesundheit und Glück 🎉🍀💥🐞🎇LG Dani👋👋",nonbot
Ich gucke dich schon seit 4 Jahren Paula und ich liebe dich einfach über alles 💓💓💓💓💓💓💓❤️❤️❤️❤️🥰😍🤪😅 für mich bist du einfach die beste tiktokerin youtuberin auf der ganzen Welt,nonbot
"Angst ist keine wirkliche Alternative zur Liebe! 💖 Starre nicht zur Lebendigkeit. 🧡💜 Inne halten, durchatmen und mutig weiter schreiten, gesund SEIN - auch mental und emotional, das wünsche ich uns Allen für das kommende Jahr! 💫🩵🧚‍♀️⭐️💜🍀👍",nonbot
"Danke für dieses schöne Jahresabschluss Video, lieber Rainer ❤️. Ich wünsche dir und deiner Familie auch einen guten Rutsch und alles Gute für 2025🍀🚲🛴❤️",nonbot
"Danke liebe Nina ❤,es ist sehr schön dir zuzu hören 🍀🫶",nonbot
Marek und Thomas ich liebe euch beide.☺🥰 Ihr seid echte Männer mit klasse und Charakter.👍👍👍,nonbot
Ihr seid soo lustig❤❤ ich liebe eure videos ❤😊🎉,nonbot
"Hi Paul, irgendwie ein Mega geiles Video. Deine hochwertigen Videos. Erste Sahne 👍.Location super schön. War ja mal eine große Firma . Wünsche dir und Harald einen guten Rutsch 🎆 liebe Grüße Katrin ❤🙏🏻",nonbot
Alles Gute im Urlaub Omid. Komm Gut erholt zurück. Liebe Grüße.🍀💪,nonbot
Ich liebe deine Videos 💞,nonbot
Super originelle Idee 😊 Dankeschön,nonbot
"Moin, guten Rutsch und ein gesegnetes neues Jahr für Euch und Euren Familien. Macht bitte im nächsten Jahr so weiter ich freu mich drauf und bin dabei. Liebe Grüße aus dem Münsterland 😀😀😀👍👍👍",nonbot
Schönes altes Video 👍,nonbot
Ohv Friends 💙 Liebe dich und deine Videos 😂,nonbot
"So isses leider! Im neuen Jahr einfach abschaffen, oder...😂 Alles Gute für 2025 wünsche ich Ihnen, lieber Herr Sonneborn! 🥂🍾🎉✌️",nonbot
"Ihr seit auch zu dritt die geilsten! Was für eine irre Leistung,  ich ziehe meinen Hut! Euch einen guten Rutsch und herzlichen Dank für die tollen Videos und die vielen Arbeit drumherum!🎉❤",nonbot
"Liebe Andrea, ich wünsche dir einen guten Start ins neue Jahr. 🎉vielen dank für deine tollen Videos 🍀🍀🍀",nonbot
😂😂 mega liebe eure Videos ❤❤,nonbot
Moin Tridan ich lieben deine videos und Streams. ❤😊,nonbot
Voll cool ich liebe eure Videos😂😂,nonbot
"Hi Gesa, mega! Freue mich soooooo für Euch! 🥳🥂✨ Alles Liebe und danke das ihr uns mitnehmt… 🤍",nonbot
